Sequence	Position	Raw Binding (log ratio)
SEQ1	7386	-1.82
SEQ1	7387	-1.03
SEQ1	7388	-0.133
SEQ1	7389	0.776
SEQ1	7390	1.22
SEQ1	7391	1.34
SEQ1	7392	0.955
SEQ1	7393	0.323
SEQ1	7394	-0.281
SEQ1	7395	-0.725
SEQ1	7396	-1.11
SEQ1	7397	-1.13
SEQ1	7398	-0.999
SEQ1	7399	-1.04
SEQ1	7400	-1.04
SEQ1	7401	-1.41
SEQ1	7402	-1.6
SEQ1	7403	-1.85
SEQ1	7404	-1.75
SEQ1	7405	-1.32
SEQ1	7406	-1
SEQ1	7407	-0.674
SEQ1	7408	-0.397
SEQ1	7409	-0.268
SEQ1	7410	-0.136
SEQ1	7411	-0.604
SEQ1	7412	-1.09
SEQ1	7413	-1.49
SEQ1	7414	-1.9
SEQ1	7415	-2.16
SEQ1	7416	-1.99
SEQ1	7417	-1.7
SEQ1	7418	-1.11
SEQ1	7419	-0.449
SEQ1	7420	0.123
SEQ1	7421	0.26
SEQ1	7422	0.084
SEQ1	7423	0.0821
SEQ1	7424	0.051
SEQ1	7425	0.244
SEQ1	7426	0.383
SEQ1	7427	0.514
SEQ1	7428	0.0845
SEQ1	7429	-0.404
SEQ1	7430	-0.884
SEQ1	7431	-1.33
SEQ1	7432	-1.71
SEQ1	7433	-1.62
SEQ1	7434	-1.42
SEQ1	7435	-0.911
SEQ1	7436	-0.371
SEQ1	7437	-0.0966
SEQ1	7438	0.0421
SEQ1	7439	-0.433
SEQ1	7440	-0.871
SEQ1	7441	-1.32
SEQ1	7442	-1.71
SEQ1	7443	-2.19
SEQ1	7444	-2.44
SEQ1	7445	-2.26
SEQ1	7446	-1.84
SEQ1	7447	-1.15
SEQ1	7448	-0.546
SEQ1	7449	-0.314
SEQ1	7450	-0.41
SEQ1	7451	-0.566
SEQ1	7452	-0.647
SEQ1	7453	-0.596
SEQ1	7454	-0.576
SEQ1	7455	-0.527
SEQ1	7456	-0.227
SEQ1	7457	-0.0506
SEQ1	7458	-0.0859
SEQ1	7459	0.238
SEQ1	7460	-0.0668
SEQ1	7461	-0.455
SEQ1	7462	-0.813
SEQ1	7463	-1.35
SEQ1	7464	-1.23
SEQ1	7465	-1.06
SEQ1	7466	-0.77
SEQ1	7467	-0.449
SEQ1	7468	-0.457
SEQ1	7469	-0.338
SEQ1	7470	-0.726
SEQ1	7471	-1.27
SEQ1	7472	-1.62
SEQ1	7473	-2.04
SEQ1	7474	-2.23
SEQ1	7475	-2.09
SEQ1	7476	-1.52
SEQ1	7477	-1.25
SEQ1	7478	-0.65
SEQ1	7479	-0.156
SEQ1	7480	-0.362
SEQ1	7481	-0.845
SEQ1	7482	-1.33
SEQ1	7483	-1.7
SEQ1	7484	-1.73
SEQ1	7485	-1.4
SEQ1	7486	-0.696
SEQ1	7487	-0.171
SEQ1	7488	0.133
SEQ1	7489	-0.124
SEQ1	7490	-0.306
SEQ1	7491	-0.545
SEQ1	7492	-1.1
SEQ1	7493	-1.16
SEQ1	7494	-1.14
SEQ1	7495	-1.07
SEQ1	7496	-0.937
SEQ1	7497	-1.27
SEQ1	7498	-1.7
SEQ1	7499	-2.39
SEQ1	7500	-2.79
SEQ1	7501	-2.76
SEQ1	7502	-2.86
SEQ1	7503	-2.58
SEQ1	7504	-2.13
SEQ1	7505	-1.8
SEQ1	7506	-1.58
SEQ1	7507	-1.19
SEQ1	7508	-0.809
SEQ1	7509	-0.954
SEQ1	7510	-1.53
SEQ1	7511	-2.25
SEQ1	7512	-2.64
SEQ1	7513	-2.61
SEQ1	7514	-1.83
SEQ1	7515	-0.857
SEQ1	7516	0.225
SEQ1	7517	0.72
SEQ1	7518	0.697
SEQ1	7519	0.102
SEQ1	7520	-0.736
SEQ1	7521	-1.7
SEQ1	7522	-2.27
SEQ1	7523	-2.57
SEQ1	7524	-2.2
SEQ1	7525	-1.35
SEQ1	7526	-0.706
SEQ1	7527	0.124
SEQ1	7528	0.656
SEQ1	7529	0.989
SEQ1	7530	0.793
SEQ1	7531	0.272
SEQ1	7532	-0.663
SEQ1	7533	-1.23
SEQ1	7534	-1.77
SEQ1	7535	-1.8
SEQ1	7536	-1.56
SEQ1	7537	-1.38
SEQ1	7538	-0.872
SEQ1	7539	-0.678
SEQ1	7540	-0.467
SEQ1	7541	-0.344
SEQ1	7542	-0.125
SEQ1	7543	-0.113
SEQ1	7544	-0.362
SEQ1	7545	-0.785
SEQ1	7546	-0.801
SEQ1	7547	-0.875
SEQ1	7548	-0.606
SEQ1	7549	-0.0462
SEQ1	7550	0.965
SEQ1	7551	1.37
SEQ1	7552	0.922
SEQ1	7553	0.712
SEQ1	7554	0.277
SEQ1	7555	-0.14
SEQ1	7556	-0.229
SEQ1	7557	-0.0713
SEQ1	7558	0.201
SEQ1	7559	0.0283
SEQ1	7560	-0.089
SEQ1	7561	-0.315
SEQ1	7562	0.145
SEQ1	7563	0.535
SEQ1	7564	0.281
SEQ1	7565	0.101
SEQ1	7566	-0.336
SEQ1	7567	-0.188
SEQ1	7568	-0.43
SEQ1	7569	-0.696
SEQ1	7570	-0.382
SEQ1	7571	-0.383
SEQ1	7572	-0.378
SEQ1	7573	-0.531
SEQ1	7574	-0.122
SEQ1	7575	0.211
SEQ1	7576	-0.0459
SEQ1	7577	0.105
SEQ1	7578	0.37
SEQ1	7579	0.501
SEQ1	7580	-0.277
SEQ1	7581	-0.791
SEQ1	7582	-1.17
SEQ1	7583	-1.46
SEQ1	7584	-1.72
SEQ1	7585	-2.01
SEQ1	7586	-2.04
SEQ1	7587	-2.18
SEQ1	7588	-2.29
SEQ1	7589	-2.41
SEQ1	7590	-2.15
SEQ1	7591	-1.71
SEQ1	7592	-1.07
SEQ1	7593	-0.799
SEQ1	7594	-0.808
SEQ1	7595	-1.01
SEQ1	7596	-1.33
SEQ1	7597	-1.57
SEQ1	7598	-1.71
SEQ1	7599	-1.87
SEQ1	7600	-1.74
SEQ1	7601	-1.54
SEQ1	7602	-1.56
SEQ1	7603	-1.7
SEQ1	7604	-2.15
SEQ1	7605	-1.89
SEQ1	7606	-1.82
SEQ1	7607	-1.47
SEQ1	7608	-1.25
SEQ1	7609	-1.24
SEQ1	7610	-1.11
SEQ1	7611	-1.2
SEQ1	7612	-1.06
SEQ1	7613	-1.36
SEQ1	7614	-1.47
SEQ1	7615	-1.8
SEQ1	7616	-2.02
SEQ1	7617	-2.04
SEQ1	7618	-1.64
SEQ1	7619	-1.58
SEQ1	7620	-1.53
SEQ1	7621	-1.3
SEQ1	7622	-1.23
SEQ1	7623	-1.02
SEQ1	7624	-0.692
SEQ1	7625	-0.403
SEQ1	7626	-0.172
SEQ1	7627	-0.283
SEQ1	7628	-0.596
SEQ1	7629	-0.994
SEQ1	7630	-1.23
SEQ1	7631	-1.56
SEQ1	7632	-1.67
SEQ1	7633	-1.84
SEQ1	7634	-1.46
SEQ1	7635	-1.22
SEQ1	7636	-1.3
SEQ1	7637	-1.29
SEQ1	7638	-1.47
SEQ1	7639	-1.48
SEQ1	7640	-1.66
SEQ1	7641	-1.85
SEQ1	7642	-2.18
SEQ1	7643	-2.75
SEQ1	7644	-3.09
SEQ1	7645	-2.93
SEQ1	7646	-2.44
SEQ1	7647	-2.09
SEQ1	7648	-1.69
SEQ1	7649	-1.4
SEQ1	7650	-1.31
SEQ1	7651	-1.29
SEQ1	7652	-1.55
SEQ1	7653	-1.59
SEQ1	7654	-1.4
SEQ1	7655	-1.36
SEQ1	7656	-1.17
SEQ1	7657	-0.489
SEQ1	7658	0.187
SEQ1	7659	0.637
SEQ1	7660	1.13
SEQ1	7661	1.2
SEQ1	7662	1.08
SEQ1	7663	0.695
SEQ1	7664	-0.63
SEQ1	7665	-1.43
SEQ1	7666	-1.97
SEQ1	7667	-2.03
SEQ1	7668	-1.56
SEQ1	7669	-0.983
SEQ1	7670	-0.519
SEQ1	7671	-0.544
SEQ1	7672	-0.867
SEQ1	7673	-1.29
SEQ1	7674	-1.54
SEQ1	7675	-1.82
SEQ1	7676	-1.93
SEQ1	7677	-2.13
SEQ1	7678	-2.65
SEQ1	7679	-2.86
SEQ1	7680	-2.56
SEQ1	7681	-1.94
SEQ1	7682	-1.34
SEQ1	7683	-0.65
SEQ1	7684	-0.597
SEQ1	7685	-0.393
SEQ1	7686	-0.296
SEQ1	7687	-0.657
SEQ1	7688	-1.11
SEQ1	7689	-1.24
SEQ1	7690	-1.45
SEQ1	7691	-1.94
SEQ1	7692	-2.14
SEQ1	7693	-1.98
SEQ1	7694	-2.01
SEQ1	7695	-1.43
SEQ1	7696	-0.984
SEQ1	7697	-0.631
SEQ1	7698	-0.353
SEQ1	7699	-0.596
SEQ1	7700	-0.728
SEQ1	7701	-1.14
SEQ1	7702	-1.48
SEQ1	7703	-1.34
SEQ1	7704	-1.36
SEQ1	7705	-1.54
SEQ1	7706	-1.73
SEQ1	7707	-2.08
SEQ1	7708	-1.98
SEQ1	7709	-1.83
SEQ1	7710	-1.65
SEQ1	7711	-1.32
SEQ1	7712	-1.2
SEQ1	7713	-1.28
SEQ1	7714	-1.59
SEQ1	7715	-1.75
SEQ1	7716	-1.51
SEQ1	7717	-1.12
SEQ1	7718	-0.935
SEQ1	7719	-0.736
SEQ1	7720	-0.548
SEQ1	7721	-0.402
SEQ1	7722	-0.339
SEQ1	7723	-0.427
SEQ1	7724	-0.849
SEQ1	7725	-0.793
SEQ1	7726	-0.387
SEQ1	7727	-0.185
SEQ1	7728	-0.222
SEQ1	7729	-0.134
SEQ1	7730	-0.211
SEQ1	7731	-0.393
SEQ1	7732	-0.461
SEQ1	7733	-0.333
SEQ1	7734	-0.485
SEQ1	7735	-0.288
SEQ1	7736	-0.233
SEQ1	7737	0.0363
SEQ1	7738	-0.176
SEQ1	7739	-0.593
SEQ1	7740	-1.24
SEQ1	7741	-1.56
SEQ1	7742	-1.55
SEQ1	7743	-1.6
SEQ1	7744	-1.65
SEQ1	7745	-1.86
SEQ1	7746	-2.22
SEQ1	7747	-2.71
SEQ1	7748	-2.94
SEQ1	7749	-2.88
SEQ1	7750	-2.37
SEQ1	7751	-1.77
SEQ1	7752	-1.06
SEQ1	7753	-0.683
SEQ1	7754	-0.523
SEQ1	7755	-0.552
SEQ1	7756	-0.724
SEQ1	7757	-0.865
SEQ1	7758	-1.1
SEQ1	7759	-1.36
SEQ1	7760	-1.5
SEQ1	7761	-1.46
SEQ1	7762	-1.22
SEQ1	7763	-0.367
SEQ1	7764	0.232
SEQ1	7765	0.594
SEQ1	7766	0.351
SEQ1	7767	0.173
SEQ1	7768	-0.273
SEQ1	7769	-0.464
SEQ1	7770	-0.389
SEQ1	7771	-0.21
SEQ1	7772	-0.0653
SEQ1	7773	0.135
SEQ1	7774	0.00208
SEQ1	7775	-0.059
SEQ1	7776	-0.745
SEQ1	7777	-1.27
SEQ1	7778	-1.72
SEQ1	7779	-1.84
SEQ1	7780	-1.84
SEQ1	7781	-1.45
SEQ1	7782	-0.897
SEQ1	7783	-0.331
SEQ1	7784	0.206
SEQ1	7785	0.539
SEQ1	7786	0.472
SEQ1	7787	0.0858
SEQ1	7788	-0.319
SEQ1	7789	-0.461
SEQ1	7790	-0.125
SEQ1	7791	0.773
SEQ1	7792	1.35
SEQ1	7793	1.58
SEQ1	7794	1.51
SEQ1	7795	1.19
SEQ1	7796	0.248
SEQ1	7797	-0.649
SEQ1	7798	-0.934
SEQ1	7799	-0.627
SEQ1	7800	-0.255
SEQ1	7801	0.175
SEQ1	7802	0.883
SEQ1	7803	1.45
SEQ1	7804	2.21
SEQ1	7805	2.32
SEQ1	7806	2.49
SEQ1	7807	2.25
SEQ1	7808	1.05
SEQ1	7809	-0.22
SEQ1	7810	-1
SEQ1	7811	-1.46
SEQ1	7812	-1.56
SEQ1	7813	-0.609
SEQ1	7814	0.188
SEQ1	7815	0.819
SEQ1	7816	1.13
SEQ1	7817	0.794
SEQ1	7818	0.438
SEQ1	7819	0.241
SEQ1	7820	-0.0893
SEQ1	7821	-0.417
SEQ1	7822	-0.506
SEQ1	7823	-0.701
SEQ1	7824	-0.655
SEQ1	7825	-0.2
SEQ1	7826	-0.0905
SEQ1	7827	0.00677
SEQ1	7828	0.152
SEQ1	7829	0.239
SEQ1	7830	0.397
SEQ1	7831	0.19
SEQ1	7832	0.136
SEQ1	7833	-0.111
SEQ1	7834	-0.104
SEQ1	7835	-0.248
SEQ1	7836	-0.157
SEQ1	7837	-0.238
SEQ1	7838	-0.109
SEQ1	7839	0.376
SEQ1	7840	0.793
SEQ1	7841	1.34
SEQ1	7842	1.47
SEQ1	7843	1.38
SEQ1	7844	0.749
SEQ1	7845	0.0598
SEQ1	7846	-0.57
SEQ1	7847	-0.671
SEQ1	7848	-0.75
SEQ1	7849	-0.487
SEQ1	7850	-0.757
SEQ1	7851	-0.644
SEQ1	7852	-0.446
SEQ1	7853	0.218
SEQ1	7854	0.646
SEQ1	7855	0.524
SEQ1	7856	-0.254
SEQ1	7857	-0.852
SEQ1	7858	-1.35
SEQ1	7859	-1.03
SEQ1	7860	-0.403
SEQ1	7861	0.221
SEQ1	7862	0.586
SEQ1	7863	0.664
SEQ1	7864	0.497
SEQ1	7865	0.0817
SEQ1	7866	-0.463
SEQ1	7867	-0.658
SEQ1	7868	-0.922
SEQ1	7869	-0.558
SEQ1	7870	-0.216
SEQ1	7871	-0.12
SEQ1	7872	0.048
SEQ1	7873	-0.0382
SEQ1	7874	0.179
SEQ1	7875	0.185
SEQ1	7876	-0.103
SEQ1	7877	-0.88
SEQ1	7878	-1.43
SEQ1	7879	-1.65
SEQ1	7880	-1.67
SEQ1	7881	-1.45
SEQ1	7882	-1.39
SEQ1	7883	-1.66
SEQ1	7884	-1.51
SEQ1	7885	-1.47
SEQ1	7886	-1.3
SEQ1	7887	-1.2
SEQ1	7888	-1.13
SEQ1	7889	-1.45
SEQ1	7890	-1.46
SEQ1	7891	-1.49
SEQ1	7892	-1.37
SEQ1	7893	-0.757
SEQ1	7894	-0.574
SEQ1	7895	-0.171
SEQ1	7896	0.14
SEQ1	7897	0.144
SEQ1	7898	-0.0468
SEQ1	7899	-0.198
SEQ1	7900	-0.729
SEQ1	7901	-0.769
SEQ1	7902	-0.494
SEQ1	7903	-0.225
SEQ1	7904	0.151
SEQ1	7905	0.135
SEQ1	7906	0.132
SEQ1	7907	-0.0298
SEQ1	7908	-0.0855
SEQ1	7909	-0.466
SEQ1	7910	-0.999
SEQ1	7911	-1.32
SEQ1	7912	-1.46
SEQ1	7913	-1.32
SEQ1	7914	-1.13
SEQ1	7915	-0.682
SEQ1	7916	-0.323
SEQ1	7917	0.114
SEQ1	7918	0.521
SEQ1	7919	0.529
SEQ1	7920	-0.1
SEQ1	7921	-0.968
SEQ1	7922	-1.14
SEQ1	7923	-0.645
SEQ1	7924	-0.33
SEQ1	7925	-0.0141
SEQ1	7926	0.142
SEQ1	7927	0.0619
SEQ1	7928	-0.378
SEQ1	7929	-0.807
SEQ1	7930	-1.36
SEQ1	7931	-1.48
SEQ1	7932	-1.34
SEQ1	7933	-1.03
SEQ1	7934	-0.306
SEQ1	7935	0.752
SEQ1	7936	1.28
SEQ1	7937	1.54
SEQ1	7938	1.2
SEQ1	7939	0.688
SEQ1	7940	0.303
SEQ1	7941	-0.306
SEQ1	7942	-0.727
SEQ1	7943	-0.759
SEQ1	7944	-0.289
SEQ1	7945	0.137
SEQ1	7946	0.553
SEQ1	7947	0.957
SEQ1	7948	1.15
SEQ1	7949	0.748
SEQ1	7950	0.116
SEQ1	7951	-0.311
SEQ1	7952	-0.708
SEQ1	7953	-1.1
SEQ1	7954	-1.58
SEQ1	7955	-1.24
SEQ1	7956	-0.518
SEQ1	7957	-0.0975
SEQ1	7958	0.115
SEQ1	7959	-0.052
SEQ1	7960	-0.928
SEQ1	7961	-1.43
SEQ1	7962	-1.74
SEQ1	7963	-1.82
SEQ1	7964	-1.29
SEQ1	7965	-0.757
SEQ1	7966	-0.535
SEQ1	7967	-0.0896
SEQ1	7968	-0.0576
SEQ1	7969	0.0218
SEQ1	7970	-0.0379
SEQ1	7971	-0.0802
SEQ1	7972	-0.156
SEQ1	7973	-0.0401
SEQ1	7974	-0.429
SEQ1	7975	-0.781
SEQ1	7976	-1.07
SEQ1	7977	-1.34
SEQ1	7978	-1.32
SEQ1	7979	-1.02
SEQ1	7980	-0.519
SEQ1	7981	-0.249
SEQ1	7982	0.115
SEQ1	7983	0.219
SEQ1	7984	0.243
SEQ1	7985	0.00637
SEQ1	7986	-0.559
SEQ1	7987	-0.858
SEQ1	7988	-1.4
SEQ1	7989	-1.81
SEQ1	7990	-1.84
SEQ1	7991	-1.78
SEQ1	7992	-1.31
SEQ1	7993	-0.703
SEQ1	7994	-0.0853
SEQ1	7995	0.311
SEQ1	7996	0.474
SEQ1	7997	0.348
SEQ1	7998	0.292
SEQ1	7999	0.0821
SEQ1	8000	0.0367
SEQ1	8001	-0.221
SEQ1	8002	-0.381
SEQ1	8003	-0.587
SEQ1	8004	-0.426
SEQ1	8005	-0.44
SEQ1	8006	-0.167
SEQ1	8007	0.445
SEQ1	8008	0.948
SEQ1	8009	1.22
SEQ1	8010	1.57
SEQ1	8011	1.83
SEQ1	8012	1.59
SEQ1	8013	1.27
SEQ1	8014	1.17
SEQ1	8015	0.914
SEQ1	8016	0.759
SEQ1	8017	0.583
SEQ1	8018	0.367
SEQ1	8019	0.369
SEQ1	8020	0.476
SEQ1	8021	0.779
SEQ1	8022	0.686
SEQ1	8023	0.699
SEQ1	8024	0.328
SEQ1	8025	0.0866
SEQ1	8026	-0.334
SEQ1	8027	-0.423
SEQ1	8028	-0.191
SEQ1	8029	0.0298
SEQ1	8030	0.272
SEQ1	8031	0.507
SEQ1	8032	0.549
SEQ1	8033	0.716
SEQ1	8034	0.788
SEQ1	8035	0.972
SEQ1	8036	0.837
SEQ1	8037	0.469
SEQ1	8038	0.472
SEQ1	8039	0.526
SEQ1	8040	0.475
SEQ1	8041	0.397
SEQ1	8042	0.575
SEQ1	8043	0.796
SEQ1	8044	0.876
SEQ1	8045	1.02
SEQ1	8046	1.28
SEQ1	8047	1.45
SEQ1	8048	1.54
SEQ1	8049	1.72
SEQ1	8050	1.48
SEQ1	8051	0.741
SEQ1	8052	-0.163
SEQ1	8053	-0.805
SEQ1	8054	-1.18
SEQ1	8055	-0.801
SEQ1	8056	-0.145
SEQ1	8057	0.269
SEQ1	8058	0.64
SEQ1	8059	0.841
SEQ1	8060	0.769
SEQ1	8061	0.384
SEQ1	8062	-0.19
SEQ1	8063	-0.617
SEQ1	8064	-1.12
SEQ1	8065	-1.27
SEQ1	8066	-1.47
SEQ1	8067	-1.02
SEQ1	8068	-0.659
SEQ1	8069	0.00908
SEQ1	8070	0.565
SEQ1	8071	0.519
SEQ1	8072	0.0239
SEQ1	8073	-0.742
SEQ1	8074	-1.11
SEQ1	8075	-1.21
SEQ1	8076	-0.733
SEQ1	8077	-0.459
SEQ1	8078	-0.0136
SEQ1	8079	0.314
SEQ1	8080	0.467
SEQ1	8081	0.606
SEQ1	8082	0.354
SEQ1	8083	0.212
SEQ1	8084	0.0811
SEQ1	8085	-0.343
SEQ1	8086	-0.362
SEQ1	8087	-0.489
SEQ1	8088	0.121
SEQ1	8089	0.251
SEQ1	8090	0.324
SEQ1	8091	0.263
SEQ1	8092	0.272
SEQ1	8093	-0.218
SEQ1	8094	-0.319
SEQ1	8095	-0.0629
SEQ1	8096	-0.0778
SEQ1	8097	-0.0455
SEQ1	8098	-0.33
SEQ1	8099	-0.734
SEQ1	8100	-0.928
SEQ1	8101	-1.21
SEQ1	8102	-1.15
SEQ1	8103	-1.02
SEQ1	8104	-0.92
SEQ1	8105	-0.474
SEQ1	8106	-0.361
SEQ1	8107	-0.563
SEQ1	8108	-0.575
SEQ1	8109	-0.376
SEQ1	8110	-0.407
SEQ1	8111	-0.958
SEQ1	8112	-1.55
SEQ1	8113	-2.05
SEQ1	8114	-2.27
SEQ1	8115	-1.96
SEQ1	8116	-1.24
SEQ1	8117	-0.524
SEQ1	8118	0.261
SEQ1	8119	0.67
SEQ1	8120	0.513
SEQ1	8121	-0.0383
SEQ1	8122	-0.645
SEQ1	8123	-0.82
SEQ1	8124	-0.88
SEQ1	8125	-0.855
SEQ1	8126	-0.651
SEQ1	8127	-0.336
SEQ1	8128	0.035
SEQ1	8129	0.719
SEQ1	8130	1.5
SEQ1	8131	1.28
SEQ1	8132	0.809
SEQ1	8133	0.0334
SEQ1	8134	-0.91
SEQ1	8135	-1.41
SEQ1	8136	-1.51
SEQ1	8137	-1.25
SEQ1	8138	-1.08
SEQ1	8139	-0.819
SEQ1	8140	-0.588
SEQ1	8141	-0.284
SEQ1	8142	-0.425
SEQ1	8143	-0.371
SEQ1	8144	-0.236
SEQ1	8145	-0.605
SEQ1	8146	-0.738
SEQ1	8147	-0.536
SEQ1	8148	-0.379
SEQ1	8149	0.0758
SEQ1	8150	0.686
SEQ1	8151	1.02
SEQ1	8152	0.963
SEQ1	8153	0.744
SEQ1	8154	0.261
SEQ1	8155	0.159
SEQ1	8156	0.102
SEQ1	8157	0.262
SEQ1	8158	0.995
SEQ1	8159	1.19
SEQ1	8160	1.37
SEQ1	8161	1.11
SEQ1	8162	0.835
SEQ1	8163	0.543
SEQ1	8164	0.393
SEQ1	8165	0.0879
SEQ1	8166	-0.263
SEQ1	8167	-0.366
SEQ1	8168	-0.439
SEQ1	8169	-0.081
SEQ1	8170	0.102
SEQ1	8171	0.798
SEQ1	8172	0.994
SEQ1	8173	0.656
SEQ1	8174	0.262
SEQ1	8175	-0.242
SEQ1	8176	-0.105
SEQ1	8177	0.326
SEQ1	8178	1.02
SEQ1	8179	1.57
SEQ1	8180	1.58
SEQ1	8181	0.979
SEQ1	8182	0.508
SEQ1	8183	0.118
SEQ1	8184	-0.0786
SEQ1	8185	-0.118
SEQ1	8186	-0.142
SEQ1	8187	0.156
SEQ1	8188	0.153
SEQ1	8189	0.0378
SEQ1	8190	0.13
SEQ1	8191	0.0926
SEQ1	8192	0.23
SEQ1	8193	0.383
SEQ1	8194	0.113
SEQ1	8195	-0.0422
SEQ1	8196	0.0917
SEQ1	8197	0.362
SEQ1	8198	0.855
SEQ1	8199	1.23
SEQ1	8200	1.2
SEQ1	8201	0.916
SEQ1	8202	0.181
SEQ1	8203	-0.446
SEQ1	8204	-0.937
SEQ1	8205	-1.08
SEQ1	8206	-0.524
SEQ1	8207	0.11
SEQ1	8208	0.733
SEQ1	8209	0.918
SEQ1	8210	1.43
SEQ1	8211	1.82
SEQ1	8212	1.61
SEQ1	8213	1.81
SEQ1	8214	1.37
SEQ1	8215	1.18
SEQ1	8216	0.981
SEQ1	8217	1
SEQ1	8218	1.23
SEQ1	8219	1.79
SEQ1	8220	1.46
SEQ1	8221	0.985
SEQ1	8222	0.536
SEQ1	8223	0.119
SEQ1	8224	-0.0847
SEQ1	8225	0.151
SEQ1	8226	0.477
SEQ1	8227	0.771
SEQ1	8228	0.643
SEQ1	8229	0.658
SEQ1	8230	0.858
SEQ1	8231	0.91
SEQ1	8232	0.935
SEQ1	8233	0.565
SEQ1	8234	0.0213
SEQ1	8235	-0.614
SEQ1	8236	-0.843
SEQ1	8237	-0.893
SEQ1	8238	-0.625
SEQ1	8239	-0.192
SEQ1	8240	0.0654
SEQ1	8241	0.0398
SEQ1	8242	0.0106
SEQ1	8243	-0.288
SEQ1	8244	-0.492
SEQ1	8245	-0.211
SEQ1	8246	0.209
SEQ1	8247	0.144
SEQ1	8248	-0.283
SEQ1	8249	-0.727
SEQ1	8250	-1.32
SEQ1	8251	-1.28
SEQ1	8252	-0.868
SEQ1	8253	-0.415
SEQ1	8254	-0.0421
SEQ1	8255	0.285
SEQ1	8256	0.0587
SEQ1	8257	-0.0563
SEQ1	8258	0.0721
SEQ1	8259	0.611
SEQ1	8260	1.1
SEQ1	8261	1.5
SEQ1	8262	1.39
SEQ1	8263	1.13
SEQ1	8264	1.11
SEQ1	8265	1.1
SEQ1	8266	1.41
SEQ1	8267	1.37
SEQ1	8268	1.21
SEQ1	8269	0.946
SEQ1	8270	0.431
SEQ1	8271	0.0997
SEQ1	8272	-0.134
SEQ1	8273	-0.19
SEQ1	8274	0.0383
SEQ1	8275	0.058
SEQ1	8276	-0.029
SEQ1	8277	0.000881
SEQ1	8278	0.0793
SEQ1	8279	0.236
SEQ1	8280	0.801
SEQ1	8281	1.4
SEQ1	8282	1.51
SEQ1	8283	0.856
SEQ1	8284	0.21
SEQ1	8285	-0.00633
SEQ1	8286	-0.176
SEQ1	8287	-0.136
SEQ1	8288	-0.403
SEQ1	8289	-0.622
SEQ1	8290	-0.832
SEQ1	8291	-0.783
SEQ1	8292	-0.221
SEQ1	8293	0.559
SEQ1	8294	1.13
SEQ1	8295	0.876
SEQ1	8296	0.414
SEQ1	8297	-0.1
SEQ1	8298	-0.647
SEQ1	8299	-0.678
SEQ1	8300	-0.405
SEQ1	8301	0.287
SEQ1	8302	0.783
SEQ1	8303	1.04
SEQ1	8304	1
SEQ1	8305	0.742
SEQ1	8306	0.543
SEQ1	8307	0.372
SEQ1	8308	0.401
SEQ1	8309	0.345
SEQ1	8310	0.359
SEQ1	8311	0.456
SEQ1	8312	0.306
SEQ1	8313	0.786
SEQ1	8314	1.83
SEQ1	8315	2.48
SEQ1	8316	2.65
SEQ1	8317	2.22
SEQ1	8318	1.2
SEQ1	8319	0.319
SEQ1	8320	-0.201
SEQ1	8321	-0.236
SEQ1	8322	0.0452
SEQ1	8323	0.719
SEQ1	8324	1.52
SEQ1	8325	1.79
SEQ1	8326	1.89
SEQ1	8327	1.67
SEQ1	8328	1.47
SEQ1	8329	1.25
SEQ1	8330	1.09
SEQ1	8331	1.13
SEQ1	8332	1.08
SEQ1	8333	1.22
SEQ1	8334	1.3
SEQ1	8335	1.52
SEQ1	8336	1.77
SEQ1	8337	1.89
SEQ1	8338	1.56
SEQ1	8339	1.12
SEQ1	8340	0.711
SEQ1	8341	0.436
SEQ1	8342	0.419
SEQ1	8343	0.71
SEQ1	8344	0.965
SEQ1	8345	1.57
SEQ1	8346	1.83
SEQ1	8347	2.31
SEQ1	8348	2.44
SEQ1	8349	2.22
SEQ1	8350	1.86
SEQ1	8351	1.63
SEQ1	8352	1.07
SEQ1	8353	0.584
SEQ1	8354	0.0215
SEQ1	8355	-0.393
SEQ1	8356	-0.575
SEQ1	8357	-0.542
SEQ1	8358	-0.535
SEQ1	8359	-0.184
SEQ1	8360	0.074
SEQ1	8361	0.195
SEQ1	8362	0.392
SEQ1	8363	0.845
SEQ1	8364	1.21
SEQ1	8365	1.21
SEQ1	8366	0.848
SEQ1	8367	0.432
SEQ1	8368	0.451
SEQ1	8369	0.334
SEQ1	8370	0.644
SEQ1	8371	0.581
SEQ1	8372	0.574
SEQ1	8373	0.56
SEQ1	8374	0.479
SEQ1	8375	0.18
SEQ1	8376	0.376
SEQ1	8377	0.535
SEQ1	8378	0.361
SEQ1	8379	0.379
SEQ1	8380	0.514
SEQ1	8381	0.421
SEQ1	8382	0.55
SEQ1	8383	0.561
SEQ1	8384	0.612
SEQ1	8385	0.728
SEQ1	8386	0.641
SEQ1	8387	0.0349
SEQ1	8388	-0.512
SEQ1	8389	-1.04
SEQ1	8390	-1.31
SEQ1	8391	-0.864
SEQ1	8392	-0.336
SEQ1	8393	0.00579
SEQ1	8394	0.499
SEQ1	8395	0.682
SEQ1	8396	0.449
SEQ1	8397	0.0507
SEQ1	8398	-0.396
SEQ1	8399	-0.51
SEQ1	8400	-0.633
SEQ1	8401	-0.34
SEQ1	8402	0.113
SEQ1	8403	0.34
SEQ1	8404	0.303
SEQ1	8405	0.323
SEQ1	8406	0.196
SEQ1	8407	0.0292
