Sequence	Position	P start	P occupied
SEQ1	8631	0.00204	0.910
SEQ1	8632	0.00144	0.910
SEQ1	8633	0.00142	0.910
SEQ1	8634	0.00104	0.910
SEQ1	8635	0.00109	0.909
SEQ1	8636	0.00081	0.909
SEQ1	8637	0.000719	0.909
SEQ1	8638	0.000545	0.909
SEQ1	8639	0.000927	0.909
SEQ1	8640	0.00129	0.910
SEQ1	8641	0.00179	0.911
SEQ1	8642	0.00241	0.913
SEQ1	8643	0.00185	0.914
SEQ1	8644	0.00196	0.915
SEQ1	8645	0.00245	0.917
SEQ1	8646	0.00239	0.920
SEQ1	8647	0.00189	0.921
SEQ1	8648	0.00151	0.922
SEQ1	8649	0.00108	0.922
SEQ1	8650	0.0011	0.922
SEQ1	8651	0.00176	0.922
SEQ1	8652	0.00219	0.923
SEQ1	8653	0.00193	0.924
SEQ1	8654	0.00124	0.924
SEQ1	8655	0.000665	0.924
SEQ1	8656	0.000711	0.924
SEQ1	8657	0.000664	0.924
SEQ1	8658	0.000872	0.924
SEQ1	8659	0.00112	0.924
SEQ1	8660	0.00151	0.925
SEQ1	8661	0.00171	0.926
SEQ1	8662	0.00146	0.927
SEQ1	8663	0.00105	0.928
SEQ1	8664	0.000646	0.928
SEQ1	8665	0.000576	0.928
SEQ1	8666	0.000522	0.928
SEQ1	8667	0.000867	0.928
SEQ1	8668	0.00114	0.928
SEQ1	8669	0.00122	0.927
SEQ1	8670	0.0013	0.923
SEQ1	8671	0.00176	0.918
SEQ1	8672	0.00232	0.913
SEQ1	8673	0.00349	0.911
SEQ1	8674	0.00402	0.913
SEQ1	8675	0.0035	0.915
SEQ1	8676	0.00232	0.916
SEQ1	8677	0.00182	0.916
SEQ1	8678	0.00213	0.915
SEQ1	8679	0.0034	0.916
SEQ1	8680	0.0061	0.917
SEQ1	8681	0.00771	0.917
SEQ1	8682	0.00786	0.914
SEQ1	8683	0.00739	0.906
SEQ1	8684	0.00646	0.895
SEQ1	8685	0.00605	0.890
SEQ1	8686	0.00347	0.885
SEQ1	8687	0.00219	0.881
SEQ1	8688	0.00185	0.877
SEQ1	8689	0.00244	0.872
SEQ1	8690	0.00388	0.868
SEQ1	8691	0.00476	0.868
SEQ1	8692	0.00439	0.867
SEQ1	8693	0.00272	0.865
SEQ1	8694	0.00136	0.861
SEQ1	8695	0.00101	0.852
SEQ1	8696	0.000973	0.827
SEQ1	8697	0.00127	0.793
SEQ1	8698	0.00235	0.752
SEQ1	8699	0.00564	0.726
SEQ1	8700	0.0145	0.721
SEQ1	8701	0.023	0.733
SEQ1	8702	0.0172	0.744
SEQ1	8703	0.00684	0.746
SEQ1	8704	0.00248	0.742
SEQ1	8705	0.00186	0.735
SEQ1	8706	0.00184	0.727
SEQ1	8707	0.00434	0.719
SEQ1	8708	0.00856	0.716
SEQ1	8709	0.0149	0.722
SEQ1	8710	0.0224	0.735
SEQ1	8711	0.0266	0.753
SEQ1	8712	0.0172	0.763
SEQ1	8713	0.00838	0.765
SEQ1	8714	0.00384	0.764
SEQ1	8715	0.00192	0.759
SEQ1	8716	0.00171	0.751
SEQ1	8717	0.00173	0.734
SEQ1	8718	0.00309	0.718
SEQ1	8719	0.00753	0.707
SEQ1	8720	0.0145	0.711
SEQ1	8721	0.0222	0.728
SEQ1	8722	0.0206	0.746
SEQ1	8723	0.0112	0.755
SEQ1	8724	0.00347	0.756
SEQ1	8725	0.00105	0.755
SEQ1	8726	0.000377	0.751
SEQ1	8727	0.000318	0.745
SEQ1	8728	0.00054	0.736
SEQ1	8729	0.00139	0.727
SEQ1	8730	0.00366	0.722
SEQ1	8731	0.00573	0.722
SEQ1	8732	0.0083	0.728
SEQ1	8733	0.0103	0.737
SEQ1	8734	0.0103	0.747
SEQ1	8735	0.0066	0.753
SEQ1	8736	0.00429	0.756
SEQ1	8737	0.00354	0.756
SEQ1	8738	0.00477	0.755
SEQ1	8739	0.00863	0.754
SEQ1	8740	0.0159	0.756
SEQ1	8741	0.0208	0.765
SEQ1	8742	0.0183	0.775
SEQ1	8743	0.00818	0.775
SEQ1	8744	0.00315	0.773
SEQ1	8745	0.00151	0.770
SEQ1	8746	0.000795	0.768
SEQ1	8747	0.000589	0.765
SEQ1	8748	0.00131	0.763
SEQ1	8749	0.00414	0.764
SEQ1	8750	0.00894	0.771
SEQ1	8751	0.00861	0.777
SEQ1	8752	0.00483	0.778
SEQ1	8753	0.00226	0.776
SEQ1	8754	0.00131	0.770
SEQ1	8755	0.000976	0.759
SEQ1	8756	0.00121	0.748
SEQ1	8757	0.00147	0.734
SEQ1	8758	0.00188	0.720
SEQ1	8759	0.00167	0.709
SEQ1	8760	0.00139	0.698
SEQ1	8761	0.00132	0.690
SEQ1	8762	0.000985	0.683
SEQ1	8763	0.00105	0.677
SEQ1	8764	0.000911	0.664
SEQ1	8765	0.000892	0.651
SEQ1	8766	0.00102	0.641
SEQ1	8767	0.00127	0.635
SEQ1	8768	0.00123	0.632
SEQ1	8769	0.00257	0.632
SEQ1	8770	0.00626	0.636
SEQ1	8771	0.0102	0.643
SEQ1	8772	0.0108	0.651
SEQ1	8773	0.00607	0.654
SEQ1	8774	0.00248	0.653
SEQ1	8775	0.000915	0.652
SEQ1	8776	0.000456	0.649
SEQ1	8777	0.000455	0.647
SEQ1	8778	0.000704	0.645
SEQ1	8779	0.00124	0.645
SEQ1	8780	0.00137	0.645
SEQ1	8781	0.00207	0.646
SEQ1	8782	0.00236	0.648
SEQ1	8783	0.00249	0.649
SEQ1	8784	0.00246	0.651
SEQ1	8785	0.00234	0.653
SEQ1	8786	0.00206	0.654
SEQ1	8787	0.00198	0.655
SEQ1	8788	0.00253	0.655
SEQ1	8789	0.00234	0.655
SEQ1	8790	0.00241	0.656
SEQ1	8791	0.00207	0.656
SEQ1	8792	0.00216	0.656
SEQ1	8793	0.00272	0.656
SEQ1	8794	0.00286	0.657
SEQ1	8795	0.00362	0.659
SEQ1	8796	0.00452	0.662
SEQ1	8797	0.00501	0.666
SEQ1	8798	0.00525	0.670
SEQ1	8799	0.00765	0.675
SEQ1	8800	0.00865	0.682
SEQ1	8801	0.00713	0.688
SEQ1	8802	0.00534	0.693
SEQ1	8803	0.00383	0.696
SEQ1	8804	0.00244	0.698
SEQ1	8805	0.0021	0.699
SEQ1	8806	0.00232	0.700
SEQ1	8807	0.00253	0.701
SEQ1	8808	0.00303	0.702
SEQ1	8809	0.00318	0.704
SEQ1	8810	0.00307	0.706
SEQ1	8811	0.00275	0.708
SEQ1	8812	0.00199	0.710
SEQ1	8813	0.0012	0.710
SEQ1	8814	0.000837	0.710
SEQ1	8815	0.000812	0.710
SEQ1	8816	0.00093	0.710
SEQ1	8817	0.00106	0.709
SEQ1	8818	0.00142	0.709
SEQ1	8819	0.00199	0.709
SEQ1	8820	0.00262	0.708
SEQ1	8821	0.00293	0.707
SEQ1	8822	0.00336	0.707
SEQ1	8823	0.00324	0.707
SEQ1	8824	0.00303	0.709
SEQ1	8825	0.00244	0.709
SEQ1	8826	0.00284	0.708
SEQ1	8827	0.00373	0.706
SEQ1	8828	0.005	0.703
SEQ1	8829	0.00607	0.702
SEQ1	8830	0.00721	0.701
SEQ1	8831	0.00575	0.701
SEQ1	8832	0.00367	0.698
SEQ1	8833	0.00262	0.697
SEQ1	8834	0.00172	0.697
SEQ1	8835	0.00144	0.697
SEQ1	8836	0.00172	0.696
SEQ1	8837	0.00252	0.694
SEQ1	8838	0.00748	0.697
SEQ1	8839	0.0141	0.707
SEQ1	8840	0.0241	0.728
SEQ1	8841	0.0214	0.748
SEQ1	8842	0.0104	0.758
SEQ1	8843	0.00312	0.760
SEQ1	8844	0.00102	0.760
SEQ1	8845	0.000447	0.758
SEQ1	8846	0.000469	0.753
SEQ1	8847	0.00106	0.739
SEQ1	8848	0.00307	0.719
SEQ1	8849	0.0083	0.710
SEQ1	8850	0.0109	0.714
SEQ1	8851	0.0102	0.722
SEQ1	8852	0.00586	0.726
SEQ1	8853	0.00382	0.728
SEQ1	8854	0.00305	0.727
SEQ1	8855	0.00308	0.721
SEQ1	8856	0.00435	0.711
SEQ1	8857	0.00634	0.695
SEQ1	8858	0.00835	0.676
SEQ1	8859	0.0109	0.670
SEQ1	8860	0.0129	0.675
SEQ1	8861	0.0123	0.683
SEQ1	8862	0.0148	0.696
SEQ1	8863	0.0101	0.704
SEQ1	8864	0.00817	0.711
SEQ1	8865	0.00657	0.714
SEQ1	8866	0.00594	0.713
SEQ1	8867	0.00777	0.706
SEQ1	8868	0.0113	0.695
SEQ1	8869	0.0172	0.692
SEQ1	8870	0.0246	0.705
SEQ1	8871	0.0342	0.736
SEQ1	8872	0.0242	0.759
SEQ1	8873	0.0211	0.780
SEQ1	8874	0.014	0.793
SEQ1	8875	0.013	0.806
SEQ1	8876	0.0116	0.816
SEQ1	8877	0.00871	0.821
SEQ1	8878	0.0081	0.823
SEQ1	8879	0.00711	0.822
SEQ1	8880	0.0052	0.817
SEQ1	8881	0.00405	0.811
SEQ1	8882	0.00369	0.808
SEQ1	8883	0.00321	0.807
SEQ1	8884	0.00411	0.807
SEQ1	8885	0.00539	0.808
SEQ1	8886	0.00965	0.809
SEQ1	8887	0.0192	0.812
SEQ1	8888	0.04	0.832
SEQ1	8889	0.0625	0.876
SEQ1	8890	0.043	0.911
SEQ1	8891	0.0203	0.928
SEQ1	8892	0.00798	0.934
SEQ1	8893	0.00543	0.939
SEQ1	8894	0.00389	0.942
SEQ1	8895	0.00386	0.945
SEQ1	8896	0.0044	0.945
SEQ1	8897	0.00404	0.940
SEQ1	8898	0.00389	0.935
SEQ1	8899	0.00342	0.934
SEQ1	8900	0.00272	0.934
SEQ1	8901	0.002	0.935
SEQ1	8902	0.00164	0.936
SEQ1	8903	0.00182	0.936
SEQ1	8904	0.00196	0.937
SEQ1	8905	0.00232	0.937
SEQ1	8906	0.00238	0.938
SEQ1	8907	0.00233	0.939
SEQ1	8908	0.00155	0.939
SEQ1	8909	0.00136	0.940
SEQ1	8910	0.00122	0.940
SEQ1	8911	0.000934	0.940
SEQ1	8912	0.00078	0.940
SEQ1	8913	0.000476	0.939
SEQ1	8914	0.000462	0.938
SEQ1	8915	0.000574	0.938
SEQ1	8916	0.00104	0.936
SEQ1	8917	0.00165	0.932
SEQ1	8918	0.00221	0.924
SEQ1	8919	0.00192	0.915
SEQ1	8920	0.00144	0.910
SEQ1	8921	0.00127	0.909
SEQ1	8922	0.00104	0.909
SEQ1	8923	0.00132	0.910
SEQ1	8924	0.0014	0.911
SEQ1	8925	0.00175	0.912
SEQ1	8926	0.00177	0.912
SEQ1	8927	0.00119	0.912
SEQ1	8928	0.000793	0.911
SEQ1	8929	0.000406	0.909
SEQ1	8930	0.000294	0.907
SEQ1	8931	0.000314	0.905
SEQ1	8932	0.000445	0.903
SEQ1	8933	0.000547	0.901
SEQ1	8934	0.00104	0.900
SEQ1	8935	0.00204	0.900
SEQ1	8936	0.00418	0.902
SEQ1	8937	0.00483	0.904
SEQ1	8938	0.00433	0.906
SEQ1	8939	0.00203	0.906
SEQ1	8940	0.000493	0.904
SEQ1	8941	0.000142	0.901
SEQ1	8942	9e-05	0.898
SEQ1	8943	0.000107	0.893
SEQ1	8944	0.000246	0.888
SEQ1	8945	0.000637	0.884
SEQ1	8946	0.00118	0.877
SEQ1	8947	0.00207	0.871
SEQ1	8948	0.00222	0.866
SEQ1	8949	0.00171	0.862
SEQ1	8950	0.00125	0.860
SEQ1	8951	0.00109	0.858
SEQ1	8952	0.00137	0.858
SEQ1	8953	0.00175	0.857
SEQ1	8954	0.00271	0.857
SEQ1	8955	0.00394	0.858
SEQ1	8956	0.00557	0.861
SEQ1	8957	0.00447	0.862
SEQ1	8958	0.00414	0.863
SEQ1	8959	0.00334	0.865
SEQ1	8960	0.00212	0.866
SEQ1	8961	0.00146	0.866
SEQ1	8962	0.000955	0.866
SEQ1	8963	0.000708	0.866
SEQ1	8964	0.00061	0.866
SEQ1	8965	0.000948	0.865
SEQ1	8966	0.00183	0.865
SEQ1	8967	0.00335	0.866
SEQ1	8968	0.00443	0.867
SEQ1	8969	0.00474	0.869
SEQ1	8970	0.00463	0.870
SEQ1	8971	0.00255	0.870
SEQ1	8972	0.00148	0.869
SEQ1	8973	0.000934	0.867
SEQ1	8974	0.000726	0.864
SEQ1	8975	0.000762	0.859
SEQ1	8976	0.00117	0.855
SEQ1	8977	0.00186	0.849
SEQ1	8978	0.00295	0.846
SEQ1	8979	0.00402	0.847
SEQ1	8980	0.004	0.848
SEQ1	8981	0.00414	0.851
SEQ1	8982	0.00339	0.852
SEQ1	8983	0.00311	0.854
SEQ1	8984	0.00297	0.854
SEQ1	8985	0.00224	0.849
SEQ1	8986	0.00199	0.837
SEQ1	8987	0.00177	0.815
SEQ1	8988	0.00217	0.795
SEQ1	8989	0.00195	0.787
SEQ1	8990	0.00211	0.786
SEQ1	8991	0.00263	0.788
SEQ1	8992	0.00244	0.790
SEQ1	8993	0.00213	0.791
SEQ1	8994	0.00174	0.792
SEQ1	8995	0.0016	0.790
SEQ1	8996	0.00175	0.784
SEQ1	8997	0.00197	0.775
SEQ1	8998	0.00201	0.767
SEQ1	8999	0.00183	0.763
SEQ1	9000	0.00209	0.761
SEQ1	9001	0.00192	0.760
SEQ1	9002	0.00257	0.759
SEQ1	9003	0.00233	0.757
SEQ1	9004	0.00267	0.754
SEQ1	9005	0.00242	0.748
SEQ1	9006	0.00142	0.738
SEQ1	9007	0.00108	0.726
SEQ1	9008	0.00134	0.715
SEQ1	9009	0.00199	0.703
SEQ1	9010	0.00284	0.695
SEQ1	9011	0.00421	0.691
SEQ1	9012	0.0049	0.690
SEQ1	9013	0.00774	0.692
SEQ1	9014	0.00815	0.692
SEQ1	9015	0.00933	0.690
SEQ1	9016	0.0105	0.683
SEQ1	9017	0.00943	0.668
SEQ1	9018	0.00702	0.641
SEQ1	9019	0.0049	0.622
SEQ1	9020	0.00321	0.604
SEQ1	9021	0.00355	0.593
SEQ1	9022	0.00505	0.585
SEQ1	9023	0.00943	0.583
SEQ1	9024	0.0149	0.589
SEQ1	9025	0.0139	0.595
SEQ1	9026	0.00803	0.596
SEQ1	9027	0.00517	0.596
SEQ1	9028	0.00423	0.596
SEQ1	9029	0.00431	0.597
SEQ1	9030	0.00606	0.600
SEQ1	9031	0.00834	0.604
SEQ1	9032	0.0152	0.614
SEQ1	9033	0.0222	0.626
SEQ1	9034	0.0303	0.637
SEQ1	9035	0.0285	0.626
SEQ1	9036	0.0305	0.594
SEQ1	9037	0.0297	0.581
SEQ1	9038	0.0208	0.581
SEQ1	9039	0.0137	0.587
SEQ1	9040	0.00793	0.589
SEQ1	9041	0.00931	0.595
SEQ1	9042	0.0133	0.604
SEQ1	9043	0.0239	0.624
SEQ1	9044	0.0417	0.661
SEQ1	9045	0.0689	0.726
SEQ1	9046	0.0546	0.778
SEQ1	9047	0.0283	0.803
SEQ1	9048	0.00929	0.810
SEQ1	9049	0.00381	0.813
SEQ1	9050	0.00162	0.812
SEQ1	9051	0.00158	0.812
SEQ1	9052	0.00217	0.812
SEQ1	9053	0.00444	0.814
SEQ1	9054	0.00569	0.817
SEQ1	9055	0.00547	0.821
SEQ1	9056	0.00358	0.823
SEQ1	9057	0.00281	0.825
SEQ1	9058	0.00337	0.827
SEQ1	9059	0.00287	0.830
SEQ1	9060	0.0021	0.831
SEQ1	9061	0.00133	0.832
SEQ1	9062	0.00118	0.833
SEQ1	9063	0.00115	0.833
SEQ1	9064	0.00151	0.833
SEQ1	9065	0.00273	0.833
SEQ1	9066	0.00398	0.835
SEQ1	9067	0.00655	0.840
SEQ1	9068	0.00493	0.844
SEQ1	9069	0.00244	0.845
SEQ1	9070	0.00206	0.846
SEQ1	9071	0.0017	0.846
SEQ1	9072	0.00226	0.847
SEQ1	9073	0.0031	0.848
SEQ1	9074	0.0052	0.852
SEQ1	9075	0.00549	0.857
SEQ1	9076	0.00485	0.861
SEQ1	9077	0.0046	0.866
SEQ1	9078	0.00661	0.872
SEQ1	9079	0.00924	0.881
SEQ1	9080	0.0114	0.892
SEQ1	9081	0.00876	0.899
SEQ1	9082	0.0055	0.903
SEQ1	9083	0.00484	0.903
SEQ1	9084	0.00552	0.904
SEQ1	9085	0.00555	0.905
SEQ1	9086	0.00465	0.908
SEQ1	9087	0.00298	0.910
SEQ1	9088	0.00125	0.912
SEQ1	9089	0.000623	0.912
SEQ1	9090	0.000476	0.912
SEQ1	9091	0.000649	0.913
SEQ1	9092	0.00165	0.914
SEQ1	9093	0.00361	0.916
SEQ1	9094	0.00501	0.919
SEQ1	9095	0.00409	0.921
SEQ1	9096	0.00244	0.922
SEQ1	9097	0.0013	0.922
SEQ1	9098	0.000737	0.922
SEQ1	9099	0.000549	0.921
SEQ1	9100	0.000448	0.919
SEQ1	9101	0.000558	0.917
SEQ1	9102	0.000534	0.914
SEQ1	9103	0.000868	0.909
SEQ1	9104	0.00143	0.906
SEQ1	9105	0.00229	0.904
SEQ1	9106	0.00344	0.904
SEQ1	9107	0.00445	0.907
SEQ1	9108	0.00464	0.910
SEQ1	9109	0.00265	0.912
SEQ1	9110	0.00178	0.913
SEQ1	9111	0.00118	0.913
SEQ1	9112	0.000874	0.913
SEQ1	9113	0.00092	0.912
SEQ1	9114	0.00067	0.910
SEQ1	9115	0.000537	0.906
SEQ1	9116	0.000359	0.901
SEQ1	9117	0.000251	0.897
SEQ1	9118	0.00021	0.895
SEQ1	9119	0.000228	0.893
SEQ1	9120	0.000332	0.893
SEQ1	9121	0.000386	0.892
SEQ1	9122	0.000521	0.892
SEQ1	9123	0.00051	0.891
SEQ1	9124	0.000474	0.890
SEQ1	9125	0.000494	0.888
SEQ1	9126	0.000384	0.884
SEQ1	9127	0.000304	0.880
SEQ1	9128	0.000309	0.876
SEQ1	9129	0.000412	0.874
SEQ1	9130	0.000503	0.871
SEQ1	9131	0.000548	0.868
SEQ1	9132	0.000509	0.867
SEQ1	9133	0.000471	0.865
SEQ1	9134	0.000505	0.864
SEQ1	9135	0.000501	0.862
SEQ1	9136	0.000762	0.861
SEQ1	9137	0.00104	0.860
SEQ1	9138	0.000961	0.858
SEQ1	9139	0.00112	0.857
SEQ1	9140	0.00121	0.856
SEQ1	9141	0.00105	0.855
SEQ1	9142	0.000938	0.855
SEQ1	9143	0.000847	0.854
SEQ1	9144	0.000656	0.853
SEQ1	9145	0.000575	0.851
SEQ1	9146	0.000636	0.850
SEQ1	9147	0.000525	0.848
SEQ1	9148	0.000326	0.847
SEQ1	9149	0.00025	0.844
SEQ1	9150	0.000211	0.842
SEQ1	9151	0.000221	0.840
SEQ1	9152	0.000327	0.838
SEQ1	9153	0.000539	0.837
SEQ1	9154	0.00116	0.837
SEQ1	9155	0.0021	0.838
SEQ1	9156	0.00305	0.839
SEQ1	9157	0.00389	0.840
SEQ1	9158	0.00329	0.839
SEQ1	9159	0.0022	0.836
SEQ1	9160	0.00109	0.830
SEQ1	9161	0.000498	0.822
SEQ1	9162	0.000381	0.813
SEQ1	9163	0.000358	0.803
SEQ1	9164	0.000352	0.794
SEQ1	9165	0.000653	0.787
SEQ1	9166	0.00146	0.784
SEQ1	9167	0.00288	0.784
SEQ1	9168	0.00604	0.786
SEQ1	9169	0.00668	0.788
SEQ1	9170	0.00421	0.783
SEQ1	9171	0.00233	0.770
SEQ1	9172	0.00105	0.757
SEQ1	9173	0.00111	0.750
SEQ1	9174	0.00219	0.747
SEQ1	9175	0.00448	0.747
SEQ1	9176	0.00995	0.753
SEQ1	9177	0.0206	0.768
SEQ1	9178	0.0239	0.783
SEQ1	9179	0.0154	0.783
SEQ1	9180	0.00715	0.768
SEQ1	9181	0.00384	0.742
SEQ1	9182	0.00193	0.715
SEQ1	9183	0.00124	0.686
SEQ1	9184	0.00135	0.658
SEQ1	9185	0.00282	0.640
SEQ1	9186	0.00673	0.633
SEQ1	9187	0.0165	0.641
SEQ1	9188	0.0291	0.661
SEQ1	9189	0.0378	0.686
SEQ1	9190	0.0358	0.698
SEQ1	9191	0.0229	0.679
SEQ1	9192	0.0129	0.623
SEQ1	9193	0.00758	0.576
SEQ1	9194	0.00669	0.554
SEQ1	9195	0.00544	0.550
SEQ1	9196	0.00683	0.553
SEQ1	9197	0.00499	0.557
SEQ1	9198	0.00388	0.559
SEQ1	9199	0.00292	0.560
SEQ1	9200	0.00209	0.557
SEQ1	9201	0.00185	0.553
SEQ1	9202	0.00249	0.551
SEQ1	9203	0.004	0.551
SEQ1	9204	0.00691	0.555
SEQ1	9205	0.0139	0.566
SEQ1	9206	0.0256	0.588
SEQ1	9207	0.0328	0.619
SEQ1	9208	0.0349	0.653
SEQ1	9209	0.0208	0.672
SEQ1	9210	0.0116	0.683
SEQ1	9211	0.00458	0.686
SEQ1	9212	0.00283	0.686
SEQ1	9213	0.00207	0.684
SEQ1	9214	0.00269	0.680
SEQ1	9215	0.00362	0.679
SEQ1	9216	0.00529	0.682
SEQ1	9217	0.00863	0.688
SEQ1	9218	0.0114	0.698
SEQ1	9219	0.00752	0.703
SEQ1	9220	0.00735	0.707
SEQ1	9221	0.0089	0.711
SEQ1	9222	0.0104	0.716
SEQ1	9223	0.017	0.728
SEQ1	9224	0.0276	0.751
SEQ1	9225	0.038	0.783
SEQ1	9226	0.029	0.802
SEQ1	9227	0.0205	0.811
SEQ1	9228	0.0139	0.817
SEQ1	9229	0.00784	0.819
SEQ1	9230	0.00439	0.818
SEQ1	9231	0.00316	0.816
SEQ1	9232	0.00302	0.814
SEQ1	9233	0.00432	0.813
SEQ1	9234	0.00893	0.819
SEQ1	9235	0.015	0.833
SEQ1	9236	0.0226	0.855
SEQ1	9237	0.0222	0.877
SEQ1	9238	0.00995	0.886
SEQ1	9239	0.00759	0.892
SEQ1	9240	0.005	0.893
SEQ1	9241	0.0034	0.892
SEQ1	9242	0.00278	0.890
SEQ1	9243	0.00235	0.890
SEQ1	9244	0.00354	0.892
SEQ1	9245	0.00607	0.898
SEQ1	9246	0.0101	0.907
SEQ1	9247	0.00964	0.917
SEQ1	9248	0.0081	0.924
SEQ1	9249	0.00528	0.929
SEQ1	9250	0.00256	0.930
SEQ1	9251	0.00158	0.931
SEQ1	9252	0.00109	0.929
SEQ1	9253	0.00152	0.928
SEQ1	9254	0.00199	0.925
SEQ1	9255	0.00383	0.924
SEQ1	9256	0.00462	0.926
SEQ1	9257	0.0061	0.931
SEQ1	9258	0.00593	0.935
SEQ1	9259	0.00465	0.939
SEQ1	9260	0.00309	0.941
SEQ1	9261	0.00173	0.942
SEQ1	9262	0.00146	0.943
SEQ1	9263	0.000895	0.944
SEQ1	9264	0.00114	0.945
SEQ1	9265	0.00158	0.946
SEQ1	9266	0.00284	0.949
SEQ1	9267	0.00512	0.953
SEQ1	9268	0.00453	0.958
SEQ1	9269	0.0033	0.960
SEQ1	9270	0.00234	0.962
SEQ1	9271	0.00126	0.963
SEQ1	9272	0.000899	0.963
SEQ1	9273	0.00101	0.964
SEQ1	9274	0.000991	0.965
SEQ1	9275	0.000785	0.965
SEQ1	9276	0.000687	0.965
SEQ1	9277	0.000787	0.966
SEQ1	9278	0.000631	0.966
SEQ1	9279	0.000423	0.966
SEQ1	9280	0.000288	0.966
SEQ1	9281	0.000226	0.965
SEQ1	9282	0.000256	0.965
SEQ1	9283	0.000324	0.965
SEQ1	9284	0.000607	0.964
SEQ1	9285	0.000998	0.964
SEQ1	9286	0.00179	0.965
SEQ1	9287	0.00166	0.965
SEQ1	9288	0.00143	0.966
SEQ1	9289	0.00103	0.966
SEQ1	9290	0.000434	0.965
SEQ1	9291	0.000287	0.965
SEQ1	9292	0.000266	0.965
SEQ1	9293	0.000355	0.964
SEQ1	9294	0.000641	0.965
SEQ1	9295	0.000853	0.965
SEQ1	9296	0.000738	0.966
SEQ1	9297	0.000591	0.966
SEQ1	9298	0.000357	0.966
SEQ1	9299	0.000226	0.966
SEQ1	9300	0.000137	0.966
SEQ1	9301	0.000115	0.964
SEQ1	9302	0.00012	0.963
SEQ1	9303	0.000125	0.960
SEQ1	9304	0.000149	0.956
SEQ1	9305	0.000332	0.953
SEQ1	9306	0.000824	0.952
SEQ1	9307	0.0013	0.952
SEQ1	9308	0.00107	0.952
SEQ1	9309	0.000627	0.953
SEQ1	9310	0.000289	0.952
SEQ1	9311	0.000155	0.952
SEQ1	9312	0.000153	0.952
SEQ1	9313	0.000204	0.951
SEQ1	9314	0.000323	0.948
SEQ1	9315	0.000478	0.942
SEQ1	9316	0.000538	0.936
SEQ1	9317	0.000288	0.932
SEQ1	9318	0.000153	0.930
SEQ1	9319	9.91e-05	0.929
SEQ1	9320	9.63e-05	0.928
SEQ1	9321	0.000111	0.926
SEQ1	9322	0.000155	0.922
SEQ1	9323	0.000236	0.912
SEQ1	9324	0.000442	0.892
SEQ1	9325	0.00106	0.869
SEQ1	9326	0.00224	0.856
SEQ1	9327	0.00342	0.852
SEQ1	9328	0.00265	0.851
SEQ1	9329	0.00169	0.851
SEQ1	9330	0.000748	0.850
SEQ1	9331	0.000414	0.849
SEQ1	9332	0.00038	0.847
SEQ1	9333	0.000692	0.841
SEQ1	9334	0.00247	0.827
SEQ1	9335	0.00621	0.804
SEQ1	9336	0.0108	0.777
SEQ1	9337	0.0104	0.752
SEQ1	9338	0.00838	0.737
SEQ1	9339	0.00417	0.728
SEQ1	9340	0.0025	0.723
SEQ1	9341	0.00207	0.719
SEQ1	9342	0.0017	0.715
SEQ1	9343	0.00137	0.709
SEQ1	9344	0.00134	0.706
SEQ1	9345	0.00112	0.703
SEQ1	9346	0.00101	0.701
SEQ1	9347	0.00168	0.701
SEQ1	9348	0.00267	0.701
SEQ1	9349	0.00336	0.702
SEQ1	9350	0.00251	0.701
SEQ1	9351	0.00232	0.696
SEQ1	9352	0.00218	0.685
SEQ1	9353	0.00262	0.662
SEQ1	9354	0.00372	0.632
SEQ1	9355	0.0058	0.603
SEQ1	9356	0.00796	0.591
SEQ1	9357	0.0105	0.589
SEQ1	9358	0.00866	0.594
SEQ1	9359	0.0096	0.600
SEQ1	9360	0.0109	0.609
SEQ1	9361	0.0101	0.617
SEQ1	9362	0.00719	0.620
SEQ1	9363	0.00594	0.621
SEQ1	9364	0.00484	0.617
SEQ1	9365	0.0047	0.610
SEQ1	9366	0.00412	0.607
SEQ1	9367	0.00439	0.604
SEQ1	9368	0.00804	0.603
SEQ1	9369	0.0137	0.606
SEQ1	9370	0.0149	0.604
SEQ1	9371	0.0163	0.593
SEQ1	9372	0.0168	0.572
SEQ1	9373	0.0191	0.562
SEQ1	9374	0.018	0.559
SEQ1	9375	0.0339	0.579
SEQ1	9376	0.0433	0.615
SEQ1	9377	0.0417	0.652
SEQ1	9378	0.0167	0.666
SEQ1	9379	0.00596	0.669
SEQ1	9380	0.0021	0.666
SEQ1	9381	0.00136	0.659
SEQ1	9382	0.00111	0.645
SEQ1	9383	0.00131	0.624
SEQ1	9384	0.00312	0.605
SEQ1	9385	0.00465	0.599
SEQ1	9386	0.00751	0.599
SEQ1	9387	0.00987	0.604
SEQ1	9388	0.0101	0.611
SEQ1	9389	0.00901	0.617
SEQ1	9390	0.00809	0.623
SEQ1	9391	0.00557	0.625
SEQ1	9392	0.00453	0.623
SEQ1	9393	0.0045	0.618
SEQ1	9394	0.00528	0.613
SEQ1	9395	0.00721	0.612
SEQ1	9396	0.0137	0.621
SEQ1	9397	0.0232	0.641
SEQ1	9398	0.0263	0.666
SEQ1	9399	0.0262	0.691
SEQ1	9400	0.0195	0.709
SEQ1	9401	0.0113	0.719
SEQ1	9402	0.00507	0.720
SEQ1	9403	0.00369	0.719
SEQ1	9404	0.0041	0.717
SEQ1	9405	0.0058	0.717
SEQ1	9406	0.00665	0.719
SEQ1	9407	0.0113	0.727
